"division","semana","fecha","tipo_personal","n_trabajador_promedio_faena","casos_vigentes_minsal_acumulados","casos_vigentes_codelco_acumulados","total_casos_nuevos_confirmados_sint","total_casos_nuevos_confirmados_asint","total_pcr_realizadas","total_pcr_positivas","total_anticuerpo_realizadas","total_anticuerpo_positivas","total_antigeno_realizadas","total_antigeno_positivas","total_antigeno_pcr_positivas","n_contagio_laboral","total_casos_nuevos"
"DAND","35",2020-08-26,"Propios","1450","1","3","0","0","0","0","1","0","212","0","0","0",0
"DAND","35",2020-08-26,"Contratistas","4500","3","3","0","0","0","0","47","0","416","0","0","0",0
"DAND","35",2020-08-27,"Propios","1450","1","3","0","0","2","0","0","0","13","0","0","0",0
"DAND","35",2020-08-27,"Contratistas","4500","3","3","0","0","0","0","2","0","267","0","0","0",0
"DAND","35",2020-08-28,"Propios","1450","1","3","0","0","0","0","0","0","210","0","0","0",0
"DAND","35",2020-08-28,"Contratistas","4500","3","3","0","0","1","0","3","0","181","0","0","0",0
"DAND","35",2020-08-29,"Propios","1450","1","3","0","0","0","0","0","0","5","0","0","0",0
"DAND","35",2020-08-29,"Contratistas","4500","3","3","0","0","1","0","3","0","67","0","0","0",0
"DAND","35",2020-08-30,"Propios","1450","1","3","0","0","1","0","0","0","262","0","0","0",0
"DAND","35",2020-08-30,"Contratistas","4500","5","5","0","2","2","2","7","0","341","0","0","0",2
"DCH","35",2020-08-24,"Propios","1862","28","45","0","2","30","2","0","0","201","0","0",NA,2
"DCH","35",2020-08-24,"Contratistas","3423","5","13","0","0","0","0","0","0","26","0","0",NA,0
"DCH","35",2020-08-25,"Propios","1915","27","37","0","1","109","1","0","0","296","1","1",NA,1
"DCH","35",2020-08-25,"Contratistas","3330","9","17","2","2","4","0","0","0","58","0","0",NA,4
"DCH","35",2020-08-26,"Propios","1731","22","35","0","1","12","1","0","0","118","0","0",NA,1
"DCH","35",2020-08-26,"Contratistas","3424","9","15","1","1","6","0","0","0","335","1","0",NA,2
"DCH","35",2020-08-27,"Propios","1724","19","24","0","0","30","0","0","0","113","0","0",NA,0
"DCH","35",2020-08-27,"Contratistas","3508","9","12","0","2","9","2","0","0","331","0","0",NA,2
"DCH","35",2020-08-28,"Propios","1306","8","23","0","0","72","0","0","0","39","0","0",NA,0
"DCH","35",2020-08-28,"Contratistas","2933","15","19","2","5","27","4","0","0","215","0","0",NA,7
"DCH","35",2020-08-29,"Propios","1287","7","21","0","0","96","0","0","0","91","0","0",NA,0
"DCH","35",2020-08-29,"Contratistas","1829","18","21","3","0","30","1","0","0","275","0","0",NA,3
"DCH","35",2020-08-30,"Propios","1361","9","24","0","3","184","3","0","0","70","0","0",NA,3
"DCH","35",2020-08-30,"Contratistas","1678","19","22","1","0","20","0","0","0","24","0","0",NA,1
"DET","35",2020-08-24,"Propios","2139","16","31","0","0","2","0","0","0","511","0","0",NA,0
"DET","35",2020-08-24,"Contratistas","5321","18","28","0","0","2","0","0","0","372","0","0",NA,0
"DET","35",2020-08-25,"Propios","2019","15","30","0","0","1","0","0","0","339","1","1",NA,0
"DET","35",2020-08-25,"Contratistas","5458","18","28","0","0","5","0","0","0","480","2","2",NA,0
"DET","35",2020-08-26,"Propios","1967","15","30","0","0","0","0","0","0","234","1","1",NA,0
"DET","35",2020-08-26,"Contratistas","5479","16","26","0","0","5","0","0","0","574","3","2",NA,0
"DET","35",2020-08-27,"Propios","1923","15","30","0","0","2","0","0","0","223","1","0",NA,0
"DET","35",2020-08-27,"Contratistas","5380","16","26","1","1","7","2","0","0","337","1","1",NA,2
"DET","35",2020-08-28,"Propios","1861","17","31","1","1","5","2","0","0","319","0","0",NA,2
"DET","35",2020-08-28,"Contratistas","5140","17","27","0","3","6","3","0","0","471","0","0",NA,3
"DET","35",2020-08-29,"Propios","1169","17","31","0","0","0","0","0","0","222","0","0",NA,0
"DET","35",2020-08-29,"Contratistas","2918","17","27","0","0","3","0","0","0","328","0","0",NA,0
"DET","35",2020-08-30,"Propios","1222","16","29","0","0","2","0","0","0","322","0","0",NA,0
"DET","35",2020-08-30,"Contratistas","2523","17","27","0","0","7","0","0","0","346","0","0",NA,0
"DGM","35",2020-08-24,"Propios","151","0","1","0","0","0","0","0","0","27","0","0","0",0
"DGM","35",2020-08-24,"Contratistas","1138","4","23","0","0","1","0","1","0","137","1","0","0",0
"DGM","35",2020-08-25,"Propios","156","0","1","0","0","0","0","39","0","41","0","0","0",0
"DGM","35",2020-08-25,"Contratistas","1123","3","21","0","0","3","0","10","0","84","0","0","0",0
"DGM","35",2020-08-26,"Propios","149","0","1","0","0","0","0","8","1","55","0","0","0",0
"DGM","35",2020-08-26,"Contratistas","1155","3","18","0","0","1","0","8","0","169","0","0","0",0
"DGM","35",2020-08-27,"Propios","138","0","1","0","0","0","0","1","0","27","0","0","0",0
"DGM","35",2020-08-27,"Contratistas","1148","2","17","0","0","1","0","2","0","103","0","0","0",0
"DGM","35",2020-08-28,"Propios","145","0","1","0","0","0","0","0","0","5","0","0","0",0
"DGM","35",2020-08-28,"Contratistas","1056","3","18","0","1","5","1","3","3","131","1","0","0",1
"DGM","35",2020-08-29,"Propios","129","0","1","0","0","0","0","2","0","123","0","0","0",0
"DGM","35",2020-08-29,"Contratistas","888","3","16","0","0","0","0","0","0","15","0","0","0",0
"DGM","35",2020-08-30,"Propios","120","0","1","0","0","0","0","1","0","0","0","0","0",0
"DGM","35",2020-08-30,"Contratistas","959","3","18","2","0","1","2","6","6","77","0","0","0",2
"DMH","35",2020-08-24,"Propios","668","1","4","0","0","0","0","43","6","132","0","0","0",0
"DMH","35",2020-08-24,"Contratistas","2520","19","44","2","0","1","0","5","5","137","0","0","0",2
"DMH","35",2020-08-25,"Propios","668","1","4","0","0","0","0","33","7","51","0","0","0",0
"DMH","35",2020-08-25,"Contratistas","2520","18","46","2","0","3","3","39","22","286","3","3","0",2
"DMH","35",2020-08-26,"Propios","668","1","4","0","0","0","0","2","2","8","0","0","0",0
"DMH","35",2020-08-26,"Contratistas","2520","16","49","3","0","1","1","6","5","279","0","0","0",3
"DMH","35",2020-08-27,"Propios","668","1","4","0","0","0","0","67","7","56","0","0","0",0
"DMH","35",2020-08-27,"Contratistas","2520","14","50","1","0","1","1","5","4","119","1","1","0",1
"DMH","35",2020-08-28,"Propios","668","1","4","0","0","1","1","14","0","50","1","1","0",0
"DMH","35",2020-08-28,"Contratistas","2520","16","52","1","1","0","0","1","0","46","0","0","0",2
"DMH","35",2020-08-29,"Propios","668","2","5","0","1","0","0","42","4","12","0","0","0",1
"DMH","35",2020-08-29,"Contratistas","2520","16","52","0","0","1","0","1","1","35","0","0","0",0
"DMH","35",2020-08-30,"Propios","668","2","5","0","0","0","0","22","4","89","0","0","0",0
"DMH","35",2020-08-30,"Contratistas","2520","16","52","0","0","0","0","3","1","6","0","0","0",0
"DRT","35",2020-08-24,"Propios","1218","4","12","0","0","1","0","29","1","29","0","0","0",0
"DRT","35",2020-08-24,"Contratistas","4710","7","15","1","0","2","1","60","2","58","0","0","0",1
"DRT","35",2020-08-25,"Propios","1218","4","12","0","0","0","0","20","0","23","0","0","0",0
"DRT","35",2020-08-25,"Contratistas","4710","7","16","2","0","4","2","54","8","57","0","0","0",2
"DRT","35",2020-08-26,"Propios","1218","3","11","0","0","2","0","39","0","50","0","0","0",0
"DRT","35",2020-08-26,"Contratistas","4710","8","16","0","1","2","1","39","3","61","0","0","0",1
"DRT","35",2020-08-27,"Propios","1218","2","10","1","0","2","1","49","0","46","0","0","0",1
"DRT","35",2020-08-27,"Contratistas","4710","8","16","1","0","2","1","40","8","34","2","0","0",1
"DRT","35",2020-08-28,"Propios","1218","2","10","0","0","1","0","48","3","48","0","0","0",0
"DRT","35",2020-08-28,"Contratistas","4710","7","17","0","0","3","0","33","6","31","0","0","0",0
"DRT","35",2020-08-29,"Propios","1218","2","10","0","0","0","0","41","6","42","2","0","0",0
"DRT","35",2020-08-29,"Contratistas","4710","8","17","1","0","1","1","30","6","27","0","0","0",1
"DRT","35",2020-08-30,"Propios","1218","2","8","0","0","2","0","43","6","42","1","0","0",0
"DRT","35",2020-08-30,"Contratistas","4710","8","18","1","0","1","1","37","4","37","0","0","0",1
"DSAL","35",2020-08-24,"Propios",NA,"4","0","0","0","1","0","0","0","24","0",NA,NA,0
"DSAL","35",2020-08-24,"Contratistas",NA,"4","0","1","0","2","1","643","3","30","0",NA,NA,1
"DSAL","35",2020-08-25,"Propios",NA,"4","0","1","0","2","0","0","0","7","0",NA,NA,1
"DSAL","35",2020-08-25,"Contratistas",NA,"4","0","1","0","0","1","0","0","6","0",NA,NA,1
"DSAL","35",2020-08-26,"Propios",NA,"4","0","0","0","0","1","0","0","14","0",NA,NA,0
"DSAL","35",2020-08-26,"Contratistas",NA,"4","0","0","0","0","0","413","0","123","0",NA,NA,0
"DSAL","35",2020-08-27,"Propios",NA,"5","0","0","1","1","1","0","0","0","0",NA,NA,1
"DSAL","35",2020-08-27,"Contratistas",NA,"4","0","0","0","1","1","122","1","60","0",NA,NA,0
"DSAL","35",2020-08-28,"Propios",NA,"5","0","0","1","0","0","0","0","34","0",NA,NA,1
"DSAL","35",2020-08-28,"Contratistas",NA,"6","0","1","0","1","0","28","0","46","0",NA,NA,1
"DSAL","35",2020-08-29,"Propios",NA,"5","0","0","0","0","0","0","0","152","0",NA,NA,0
"DSAL","35",2020-08-29,"Contratistas",NA,"6","0","0","0","0","1","163","0","120","0",NA,NA,0
"DSAL","35",2020-08-30,"Propios",NA,"1","0","0","0","0","0","0","0","122","0",NA,NA,0
"DSAL","35",2020-08-30,"Contratistas",NA,"1","0","0","0","1","0","0","0","79","0",NA,NA,0
"DVEN","35",2020-08-24,"Propios","852","1","5","0","0","0","0","0","0","104","0","0","0",0
"DVEN","35",2020-08-24,"Contratistas","1085","0","4","0","0","0","0","0","0","77","0","0","0",0
"DVEN","35",2020-08-25,"Propios","852","1","5","0","0","1","0","0","0","67","1","1","0",0
"DVEN","35",2020-08-25,"Contratistas","1085","0","4","0","0","0","0","0","0","81","0","0","0",0
"DVEN","35",2020-08-26,"Propios","852","1","5","0","0","0","0","0","0","86","0","0","0",0
"DVEN","35",2020-08-26,"Contratistas","1085","0","4","0","0","0","0","0","0","82","0","0","0",0
"DVEN","35",2020-08-27,"Propios","852","1","5","0","0","1","0","0","0","40","0","0","0",0
"DVEN","35",2020-08-27,"Contratistas","1085","1","2","0","1","1","1","0","0","134","1","1","0",1
"DVEN","35",2020-08-28,"Propios","852","1","5","0","0","1","0","0","0","103","0","0","0",0
"DVEN","35",2020-08-28,"Contratistas","1085","1","2","0","0","0","0","0","0","106","0","0","0",0
"DVEN","35",2020-08-29,"Propios","852","2","6","0","1","1","1","0","0","10","0","0","0",1
"DVEN","35",2020-08-29,"Contratistas","1085","1","2","0","0","0","0","0","0","1","0","0","0",0
"DVEN","35",2020-08-30,"Propios","852","1","6","0","0","0","0","0","0","95","0","0","0",0
"DVEN","35",2020-08-30,"Contratistas","1085","1","2","0","0","0","0","0","0","73","0","0","0",0
"VP","35",2020-08-24,"Propios","19","0","1","0","0","0","0","0","0","52","0","0","0",0
"VP","35",2020-08-24,"Contratistas","512","11","59","1","0","4","1","0","0","236","0","0","0",1
"VP","35",2020-08-25,"Propios","18","0","1","0","0","0","0","0","0","15","0","0","0",0
"VP","35",2020-08-25,"Contratistas","461","12","59","0","2","3","2","0","0","352","1","1","0",2
"VP","35",2020-08-26,"Propios","20","0","1","0","0","0","0","0","0","171","0","0","0",0
"VP","35",2020-08-26,"Contratistas","485","11","54","0","0","5","0","1","0","2572","0","0","0",0
"VP","35",2020-08-27,"Propios","20","0","1","0","0","0","0","0","0","13","0","0","0",0
"VP","35",2020-08-27,"Contratistas","484","14","55","0","3","9","3","2","2","420","1","1","1",3
"VP","35",2020-08-28,"Propios","18","0","1","0","0","1","0","0","0","1","0","0","0",0
"VP","35",2020-08-28,"Contratistas","475","14","53","0","0","1","0","0","0","197","0","0","0",0
"VP","35",2020-08-29,"Propios","14","0","1","0","0","0","0","0","0","0","0","0","0",0
"VP","35",2020-08-29,"Contratistas","442","16","53","1","1","6","2","3","0","137","0","0","0",2
"VP","35",2020-08-30,"Propios","14","0","1","0","0","2","0","0","0","3","0",NA,"0",0
"VP","35",2020-08-30,"Contratistas","464","18","55","0","2","172","2","73","0","324","1","pdte","0",2
"CM","36",2020-08-31,"Propios","537","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","36",2020-08-31,"Contratistas","193","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","36",2020-09-01,"Propios","537","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","36",2020-09-01,"Contratistas","193","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","36",2020-09-02,"Propios","537","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","36",2020-09-02,"Contratistas","193","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","36",2020-09-03,"Propios","537","0","0","0","0","0","0","0","0","10","0","0","0",0
"CM","36",2020-09-03,"Contratistas","193","0","0","0","0","0","0","0","0","28","0","0","0",0
"CM","36",2020-09-04,"Propios","537","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","36",2020-09-04,"Contratistas","193","1","1","1","0","1","1","0","0","0","0","0","0",1
"CM","36",2020-09-05,"Propios","537","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","36",2020-09-05,"Contratistas","193","1","1","0","0","0","0","0","0","0","0","0","0",0
"CM","36",2020-09-06,"Propios","537","0","0","0","0","0","0","0","0","0","0","0","0",0
"CM","36",2020-09-06,"Contratistas","193","1","1","0","0","0","0","0","0","0","0","0","0",0
"DCH","36",2020-08-31,"Propios","1847","9","23","0","0","202","0","0","0","0","0","0",NA,0
"DCH","36",2020-08-31,"Contratistas","3505","22","24","3","0","1","0","0","0","76","0","0",NA,3
"DCH","36",2020-09-01,"Propios","1994","9","23","0","1","288","1","0","0","101","0","0",NA,1
"DCH","36",2020-09-01,"Contratistas","3621","24","23","0","2","32","2","0","0","396","0","0",NA,2
"DCH","36",2020-09-02,"Propios","1776","8","24","0","0","125","0","0","0","61","0","0",NA,0
"DCH","36",2020-09-02,"Contratistas","3449","24","23","0","1","1","0","0","0","333","0","0",NA,1
"DCH","36",2020-09-03,"Propios","1726","11","23","3","0","106","3","0","0","2","0","0",NA,3
"DCH","36",2020-09-03,"Contratistas","3547","24","26","0","2","17","2","0","0","164","0","0",NA,2
"DCH","36",2020-09-04,"Propios","1289","11","22","0","0","141","0","0","0","7","0","0",NA,0
"DCH","36",2020-09-04,"Contratistas","2702","20","26","0","1","23","1","0","0","168","0","0",NA,1
"DCH","36",2020-09-05,"Propios","1238","14","22","0","4","143","4","0","0","15","0","0",NA,4
"DCH","36",2020-09-05,"Contratistas","1809","21","30","0","2","6","0","0","0","9","0","0",NA,2
"DCH","36",2020-09-06,"Propios","1238","16","23","0","2","244","2","0","0","38","0","0",NA,2
"DCH","36",2020-09-06,"Contratistas","1809","20","30","0","1","19","1","0","0","26","0","0",NA,1
"DMH","36",2020-08-31,"Propios","668","2","5","0","0","0","0","57","0","114","0","0","0",0
"DMH","36",2020-08-31,"Contratistas","2520","15","53","1","0","0","0","2","0","201","0","0","0",1
"DMH","36",2020-09-01,"Propios","668","2","5","0","0","0","0","11","0","26","0","0","0",0
"DMH","36",2020-09-01,"Contratistas","2520","13","53","0","0","0","0","19","17","279","0","0","0",0
"DMH","36",2020-09-02,"Propios","668","2","5","0","0","0","0","60","2","52","0","0","0",0
"DMH","36",2020-09-02,"Contratistas","2520","11","44","0","0","0","0","7","1","326","0","0","0",0
"DMH","36",2020-09-03,"Propios","668","2","5","0","0","0","0","31","5","54","0","0","0",0
"DMH","36",2020-09-03,"Contratistas","2520","9","43","0","0","0","0","6","1","95","0","0","0",0
"DMH","36",2020-09-04,"Propios","668","1","5","0","0","0","0","15","0","9","0","0","0",0
"DMH","36",2020-09-04,"Contratistas","2520","11","44","0","1","0","0","13","4","81","0","0","0",1
"DMH","36",2020-09-05,"Propios","668","1","5","0","0","0","0","50","3","78","0","0","0",0
"DMH","36",2020-09-05,"Contratistas","2520","10","44","0","0","0","0","3","2","55","0","0","0",0
"DMH","36",2020-09-06,"Propios","668","1","5","0","0","0","0","16","1","43","0","0","0",0
"DMH","36",2020-09-06,"Contratistas","2520","8","44","0","0","0","0","1","0","25","0","0","0",0
"DRT","36",2020-08-31,"Propios","1218.0","1.0","8.0","0.0","0.0","0","0","46.0","8.0","49.0","0.0","0.0","0.0",0
"DRT","36",2020-08-31,"Contratistas","4710.0","7.0","17.0","0.0","0.0","2","1","54.0","6.0","65.0","0.0","0.0","0.0",0
"DRT","36",NA,"Propios","1218.0","1.0","8.0","0.0","0.0","0","0","25.0","4.0","58.0","1.0","1.0","0.0",0
"DRT","36",NA,"Contratistas","4710.0","7.0","17.0","1.0","0.0","2","1","40.0","7.0","76.0","0.0","0.0","0.0",1
"DRT","36",NA,"Propios","1218.0","1.0","8.0","0.0","0.0","0","0","32.0","1.0","45.0","0.0","0.0","0.0",0
"DRT","36",NA,"Contratistas","4710.0","6.0","17.0","0.0","0.0","0","0","60.0","6.0","82.0","0.0","0.0","0.0",0
"DRT","36",NA,"Propios","1218.0","11.0","4.0","2.0","1.0","3","3","34.0","3.0","43.0","1.0","1.0","0.0",3
"DRT","36",NA,"Contratistas","4710.0","17.0","3.0","0.0","0.0","4","0","76.0","9.0","83.0","0.0","0.0","0.0",0
"DRT","36",NA,"Propios","1218.0","12.0","5.0","0.0","1.0","1","1","31.0","5.0","46.0","0.0","0.0","0.0",1
"DRT","36",NA,"Contratistas","4710.0","14.0","3.0","0.0","0.0","0","0","65.0","2.0","99.0","0.0","0.0","0.0",0
"DRT","36",NA,"Propios","1218.0","13.0","6.0","0.0","1.0","1","1","63.0","3.0","52.0","0.0","0.0","0.0",1
"DRT","36",NA,"Contratistas","4710.0","12.0","2.0","0.0","0.0","0","0","104.0","2.0","104.0","1.0","0.0","0.0",0
"DRT","36",NA,"Propios","1218.0","14.0","6.0","0.0","1.0","1","1","28.0","3.0","39.0","0.0","0.0","0.0",1
"DRT","36",NA,"Contratistas","4710.0","10.0","2.0","0.0","0.0","1","0","97.0","0.0","96.0","0.0","0.0","0.0",0
"DVEN","36",2020-08-31,"Propios","851","1","4","0","0","0","0","0","0","39","0","0","0",0
"DVEN","36",2020-08-31,"Contratistas","1037","1","2","0","0","0","0","0","0","104","0","0","0",0
"DVEN","36",2020-09-01,"Propios","851","1","4","0","0","1","1","0","0","102","0","0","0",0
"DVEN","36",2020-09-01,"Contratistas","1037","2","2","0","1","0","0","0","0","68","0","0","0",1
"DVEN","36",2020-09-02,"Propios","851","1","4","0","0","0","0","0","0","41","0","0","0",0
"DVEN","36",2020-09-02,"Contratistas","1037","2","2","0","0","0","0","0","0","91","0","0","0",0
"DVEN","36",2020-09-03,"Propios","851","2","4","1","0","1","1","0","0","82","0","0","0",1
"DVEN","36",2020-09-03,"Contratistas","1037","2","2","0","0","1","0","0","0","122","0","0","0",0
"DVEN","36",2020-09-04,"Propios","851","2","4","0","0","0","0","0","0","69","0","0","0",0
"DVEN","36",2020-09-04,"Contratistas","1037","2","2","0","0","0","0","0","0","106","0","0","0",0
"DVEN","36",2020-09-05,"Propios","851","2","4","0","0","0","0","0","0","110","0","0","0",0
"DVEN","36",2020-09-05,"Contratistas","1037","2","2","0","0","0","0","0","0","43","0","0","0",0
"DVEN","36",2020-09-06,"Propios","851","1","4","0","0","0","0","0","0","4","0","0","0",0
"DVEN","36",2020-09-06,"Contratistas","1037","2","2","0","0","0","0","0","0","14","0","0","0",0
"VP","36",2020-08-31,"Propios","22","0","1","0","0","0","0","0","0","58","0","0","0",0
"VP","36",2020-08-31,"Contratistas","405","17","54","1","0","3","1","0","0","400","3","1","1",1
"VP","36",2020-09-01,"Propios","22","0","1","0","0","0","0","0","0","13","0","0","0",0
"VP","36",2020-09-01,"Contratistas","431","16","54","0","2","9","2","0","0","488","2","1","0",2
"VP","36",2020-09-02,"Propios","16","0","1","0","0","0","0","0","0","24","0","0","0",0
"VP","36",2020-09-02,"Contratistas","509","17","52","1","1","4","2","0","0","423","1","0","0",2
"VP","36",2020-09-03,"Propios","16","1","2","0","1","1","1","0","0","4","0",NA,"0",1
"VP","36",2020-09-03,"Contratistas","571","16","38","0","2","10","2","0","0","72","4","2","0",2
"VP","36",2020-09-04,"Propios","15","1","2","0","0","0","0","0","0","3","0","0","0",0
"VP","36",2020-09-04,"Contratistas","492","16","39","0","1","4","1","0","0","573","7","1","0",1
"VP","36",2020-09-05,"Propios","11","1","2","0","0","0","0","0","0","1","0",NA,"0",0
"VP","36",2020-09-05,"Contratistas","441","17","41","0","2","3","2","0","0","877","4","pdte","0",2
"VP","36",2020-09-06,"Propios","11","1","2","0","0","28",NA,"0","0","4","0","0","0",0
"VP","36",2020-09-06,"Contratistas","461","19","43","1","1","129","2","29","0","220","3","pdte","0",2
