"division","semana","fecha","tipo_personal","n_trabajador_promedio_faena","casos_vigentes_minsal_acumulados","casos_vigentes_codelco_acumulados","total_casos_nuevos_confirmados_sint","total_casos_nuevos_confirmados_asint","total_pcr_realizadas","total_pcr_positivas","total_anticuerpo_realizadas","total_anticuerpo_positivas","total_antigeno_realizadas","total_antigeno_positivas","total_antigeno_pcr_positivas","n_contagio_laboral","total_casos_nuevos","sem_epidem","casos_nuevos_division_x10000","porc_casos_acum_codelco_division"
"DCH","39",2020-09-23,"Propios",1771,"7","22","0","1","221","1","0","0","74","0","0",NA,1,"39",5.65,1.24
"DCH","39",2020-09-23,"Contratistas",3796,"5","7","0","0","6","0","0","0","453","0","0",NA,0,"39",0,0.18
"DCH","39",2020-09-24,"Propios",1732,"8","23","0","1","95","1","0","0","13","0","0",NA,1,"39",5.77,1.33
"DCH","39",2020-09-24,"Contratistas",3730,"7","9","1","1","51","2","0","0","166","0","0",NA,2,"39",5.36,0.24
"DCH","39",2020-09-25,"Propios",1308,"8","22","0","0","123","0","0","0","30","0","0",NA,0,"39",0,1.68
"DCH","39",2020-09-25,"Contratistas",3188,"7","8","0","1","57","1","0","0","191","0","0",NA,1,"39",3.14,0.25
"DCH","39",2020-09-26,"Propios",1262,"9","22","0","1","120","1","0","0","10","0","0",NA,1,"39",7.92,1.74
"DCH","39",2020-09-26,"Contratistas",2103,"7","8","0","0","2","0","0","0","13","0","0",NA,0,"39",0,0.38
"DCH","39",2020-09-27,"Propios",1334,"10","22","0","1","186","1","0","0","0","0","0",NA,1,"40",7.5,1.65
"DCH","39",2020-09-27,"Contratistas",1893,"7","8","0","1","4","1","0","0","34","0","0",NA,1,"40",5.28,0.42
"DET","39",2020-09-21,"Propios",1903,"38","46","0","0","2","0","0","0",NA,NA,NA,NA,0,"39",0,2.42
"DET","39",2020-09-21,"Contratistas",5194,"19","27","0","2","7","2","0","0",NA,NA,NA,NA,2,"39",3.85,0.52
"DET","39",2020-09-22,"Propios",1859,"37","45","0","1","6","1","0","0",NA,NA,NA,NA,1,"39",5.38,2.42
"DET","39",2020-09-22,"Contratistas",5450,"21","29","1","3","7","4","0","0",NA,NA,NA,NA,4,"39",7.34,0.53
"DET","39",2020-09-23,"Propios",1838,"40","48","0","3","4","3","0","0",NA,NA,NA,NA,3,"39",16.32,2.61
"DET","39",2020-09-23,"Contratistas",5432,"19","27","0","0","7","0","0","0",NA,NA,NA,NA,0,"39",0,0.5
"DET","39",2020-09-24,"Propios",1748,"38","48","1","0","6","1","0","0",NA,NA,NA,NA,1,"39",5.72,2.75
"DET","39",2020-09-24,"Contratistas",5339,"21","27","0","1","10","1","0","0",NA,NA,NA,NA,1,"39",1.87,0.51
"DET","39",2020-09-25,"Propios",1689,"38","46","1","1","3","2","0","0",NA,NA,NA,NA,2,"39",11.84,2.72
"DET","39",2020-09-25,"Contratistas",5168,"21","29","1","3","6","4","0","0",NA,NA,NA,NA,4,"39",7.74,0.56
"DET","39",2020-09-26,"Propios",1145,"35","43","1","0","3","1","0","0",NA,NA,NA,NA,1,"39",8.73,3.76
"DET","39",2020-09-26,"Contratistas",2953,"24","29","1","2","3","3","0","0",NA,NA,NA,NA,3,"39",10.16,0.98
"DET","39",2020-09-27,"Propios",1155,"30","38","0","1","4","1","0","0",NA,NA,NA,NA,1,"40",8.66,3.29
"DET","39",2020-09-27,"Contratistas",5950,"24","30","0","0","6","0","0","0",NA,NA,NA,NA,0,"40",0,0.5
"DGM","39",2020-09-21,"Propios",150,"1","1","0","0","0","0","16","2","56","0","0","0",0,"39",0,0.67
"DGM","39",2020-09-21,"Contratistas",1134,"2","6","0","0","0","0","21","10","140","0","0","0",0,"39",0,0.53
"DGM","39",2020-09-22,"Propios",178,"1","1","0","0","0","0","37","1","47","0","0","0",0,"39",0,0.56
"DGM","39",2020-09-22,"Contratistas",1144,"2","5","0","0","1","0","25","9","143","0","0","0",0,"39",0,0.44
"DGM","39",2020-09-23,"Propios",170,"0","1","0","0","0","0","3","0","49","0","0","0",0,"39",0,0.59
"DGM","39",2020-09-23,"Contratistas",1180,"2","5","0","0","1","0","10","4","154","0","0","0",0,"39",0,0.42
"DGM","39",2020-09-24,"Propios",157,"0","1","0","0","0","0","0","0","15","0","0","0",0,"39",0,0.64
"DGM","39",2020-09-24,"Contratistas",1184,"2","4","0","0","1","0","25","10","153","1","0","0",0,"39",0,0.34
"DGM","39",2020-09-25,"Propios",137,"0","1","0","0","0","0","0","0","3","0","0","0",0,"39",0,0.73
"DGM","39",2020-09-25,"Contratistas",1094,"1","4","0","0","2","0","2","1","140","1","0","0",0,"39",0,0.37
"DGM","39",2020-09-26,"Propios",133,"0","1","0","0","0","0","0","0","27","0","0","0",0,"39",0,0.75
"DGM","39",2020-09-26,"Contratistas",1020,"1","4","0","0","1","0","13","9","88","0","0","0",0,"39",0,0.39
"DGM","39",2020-09-27,"Propios",134,"0","1","0","0","0","0","0","0","0","0","0","0",0,"40",0,0.75
"DGM","39",2020-09-27,"Contratistas",1002,"1","4","0","0","1","0","2","0","67","0","0","0",0,"40",0,0.4
"DMH","39",2020-09-21,"Propios",668,"2","6","0","0","0","0","5","1","126","0","0","0",0,"39",0,0.9
"DMH","39",2020-09-21,"Contratistas",2520,"4","32","0","0","5","4","9","7","326","4","4","0",0,"39",0,1.27
"DMH","39",2020-09-22,"Propios",668,"2","6","0","0","1","0","41","4","28","0","0","0",0,"39",0,0.9
"DMH","39",2020-09-22,"Contratistas",2520,"6","36","0","2","0","0","4","3","345","0","0","0",2,"39",7.94,1.43
"DMH","39",2020-09-23,"Propios",668,"2","6","0","0","0","0","35","1","59","0","0","0",0,"39",0,0.9
"DMH","39",2020-09-23,"Contratistas",2520,"9","39","1","2","0","0","8","4","246","0","0","0",3,"39",11.9,1.55
"DMH","39",2020-09-24,"Propios",668,"2","6","0","0","0","0","19","1","52","0","0","0",0,"39",0,0.9
"DMH","39",2020-09-24,"Contratistas",2520,"9","39","0","0","1","0","6","4","177","1","0","0",0,"39",0,1.55
"DMH","39",2020-09-25,"Propios",668,"2","5","0","0","0","0","39","0","16","0","0","0",0,"39",0,0.75
"DMH","39",2020-09-25,"Contratistas",2520,"9","31","0","0","1","0","8","3","270","0","0","0",0,"39",0,1.23
"DMH","39",2020-09-26,"Propios",668,"2","5","0","0","0","0","35","6","67","0","0","0",0,"39",0,0.75
"DMH","39",2020-09-26,"Contratistas",2520,"9","31","1","0","1","0","8","3","197","0","0","0",1,"39",3.97,1.23
"DMH","39",2020-09-27,"Propios",668,"2","5","0","0","0","0","18","4","39","0","0","0",0,"40",0,0.75
"DMH","39",2020-09-27,"Contratistas",2520,"9","31","0","0","0","0","1","0","130","0","0","0",0,"40",0,1.23
"DRT","39",2020-09-21,"Propios",1218,"1","9","0","0","0","0","0","0","44","0","0","0",0,"39",0,0.74
"DRT","39",2020-09-21,"Contratistas",4710,"1","9","0","0","0","0","0","0","203","0","0","0",0,"39",0,0.19
"DRT","39",2020-09-22,"Propios",1218,"2","10","1","0","1","1","42","0","64","0","0","0",1,"39",8.21,0.82
"DRT","39",2020-09-22,"Contratistas",4710,"1","6","0","0","0","0","73","0","169","0","0","0",0,"39",0,0.13
"DRT","39",2020-09-23,"Propios",1218,"2","10","0","0","0","0","39","8","133","0","0","0",0,"39",0,0.82
"DRT","39",2020-09-23,"Contratistas",4710,"1","5","0","0","0","0","75","9","146","0","0","0",0,"39",0,0.11
"DRT","39",2020-09-24,"Propios",1218,"2","9","0","0","4","0","47","9","83","0","0","0",0,"39",0,0.74
"DRT","39",2020-09-24,"Contratistas",4710,"4","9","2","1","3","3","84","8","107","0","0","0",3,"39",6.37,0.19
"DRT","39",2020-09-25,"Propios",1218,"2","9","0","0","0","0","34","7","85","0","0","0",0,"39",0,0.74
"DRT","39",2020-09-25,"Contratistas",4710,"4","9","1","0","3","1","69","1","66","0","0","0",1,"39",2.12,0.19
"DRT","39",2020-09-26,"Propios",1218,"1","9","0","0","0","0","29","5","28","0","0","0",0,"39",0,0.74
"DRT","39",2020-09-26,"Contratistas",4710,"3","8","0","0","2","0","98","11","96","0","0","0",0,"39",0,0.17
"DRT","39",2020-09-27,"Propios",1218,"1","8","0","0","0","0","55","5","54","0","0","0",0,"40",0,0.66
"DRT","39",2020-09-27,"Contratistas",4710,"4","8","1","0","2","1","123","13","122","0","0","0",1,"40",2.12,0.17
"DSAL","39",2020-09-21,"Propios",1409,"1","35","0","0","0","0","0","0","432","0","0",NA,0,"39",0,2.48
"DSAL","39",2020-09-21,"Contratistas",2586,"4","0","1","0","2","0","607","0","138","0","0",NA,1,"39",3.87,0
"DSAL","39",2020-09-22,"Propios",1409,"1","35","0","0","0","0","9","0","35","0","0",NA,0,"39",0,2.48
"DSAL","39",2020-09-22,"Contratistas",2586,"4","0","0","0","2","0","104","0","213","0","0",NA,0,"39",0,0
"DSAL","39",2020-09-23,"Propios",1409,"1","35","1","0","0","0","0","0","2","0","0",NA,1,"39",7.1,2.48
"DSAL","39",2020-09-23,"Contratistas",2586,"4",NA,"0","1","1","0","143","0","190","0","0",NA,1,"39",3.87,NA
"DSAL","39",2020-09-24,"Propios",1409,"1","36","0","1","0","0","0","0","1","0","0",NA,1,"39",7.1,2.56
"DSAL","39",2020-09-24,"Contratistas",2586,"5",NA,"0","4","1","0","103","0","219","0","0",NA,4,"39",15.47,NA
"DSAL","39",2020-09-25,"Propios",1409,"2","35","0","0","0","0","0","0","19","0","0",NA,0,"39",0,2.48
"DSAL","39",2020-09-25,"Contratistas",2586,"2","0","0","0","0","0","0","0","216","0","0",NA,0,"39",0,0
"DSAL","39",2020-09-26,"Propios",1409,"2","36","0","2","1","0","0","0","112","0","0",NA,2,"39",14.19,2.56
"DSAL","39",2020-09-26,"Contratistas",2586,"2","0","0","5","0","0","84","0","111","0","0",NA,5,"39",19.33,0
"DSAL","39",2020-09-27,"Propios",1409,"2",NA,"0","0","0","0","83","0","221","0","0",NA,0,"40",0,NA
"DSAL","39",2020-09-27,"Contratistas",2586,"3","37","1","0","1","0","157","0","83","0","0",NA,1,"40",3.87,1.43
"DVEN","39",2020-09-21,"Propios",851,"0","1","0","0","0","0","0","0","130","0","0","0",0,"39",0,0.12
"DVEN","39",2020-09-21,"Contratistas",1037,"0","0","0","0","0","0","0","0","95","0","0","0",0,"39",0,0
"DVEN","39",2020-09-22,"Propios",851,"0","1","0","0","1","0","0","0","48","0","0","0",0,"39",0,0.12
"DVEN","39",2020-09-22,"Contratistas",1037,"0","0","0","0","0","0","0","0","131","0","0","0",0,"39",0,0
"DVEN","39",2020-09-23,"Propios",851,"0","1","0","0","0","0","0","0","96","0","0","0",0,"39",0,0.12
"DVEN","39",2020-09-23,"Contratistas",1037,"0","0","0","0","0","0","0","0","94","0","0","0",0,"39",0,0
"DVEN","39",2020-09-24,"Propios",851,"0","1","0","0","0","0","0","0","38","0","0","0",0,"39",0,0.12
"DVEN","39",2020-09-24,"Contratistas",1037,"0","0","0","0","0","0","0","0","115","0","0","0",0,"39",0,0
"DVEN","39",2020-09-25,"Propios",851,"0","1","0","0","0","0","0","0","106","0","0","0",0,"39",0,0.12
"DVEN","39",2020-09-25,"Contratistas",1037,"0","0","0","0","0","0","0","0","64","0","0","0",0,"39",0,0
"DVEN","39",2020-09-26,"Propios",851,"0","1","0","0","0","0","0","0","15","0","0","0",0,"39",0,0.12
"DVEN","39",2020-09-26,"Contratistas",1037,"1","1","0","1","1","1","0","0","34","1","1","0",1,"39",9.64,0.1
"DVEN","39",2020-09-27,"Propios",851,"0","1","0","0","0","0","0","0","91","0","0","0",0,"40",0,0.12
"DVEN","39",2020-09-27,"Contratistas",1037,"1","1","0","0","0","0","0","0","42","0","0","0",0,"40",0,0.1
"VP","39",2020-09-21,"Propios",18,"0","2","0","0","0","0","0","0","97","0","0",NA,0,"39",0,11.11
"VP","39",2020-09-21,"Contratistas",689,"22","56","0","3","7","3","0","0","976","0","0","0",3,"39",43.54,8.13
"VP","39",2020-09-22,"Propios",18,"0","2","0","0","0","0","0","0","7","0","0",NA,0,"39",0,11.11
"VP","39",2020-09-22,"Contratistas",447,"24","59","1","2","4","3","0","0","340","5","0","0",3,"39",67.11,13.2
"VP","39",2020-09-23,"Propios",20,"0","2","0","0","5","0","0","0","15","0","0",NA,0,"39",0,10
"VP","39",2020-09-23,"Contratistas",452,"24","59","1","0","28","1","0","0","246","0","0","0",1,"39",22.12,13.05
"VP","39",2020-09-24,"Propios",19,"0","2","0","0","0","0","0","0","4","0","0",NA,0,"39",0,10.53
"VP","39",2020-09-24,"Contratistas",443,"26","58","3","1","8","4","0","0","525","1","0",NA,4,"39",90.29,13.09
"VP","39",2020-09-25,"Propios",18,"0","2","0","0","0","0","0","0","6","0","0","0",0,"39",0,11.11
"VP","39",2020-09-25,"Contratistas",417,"28","58","4","1","23","5","1","0","418","0","0","4 investigacion",5,"39",119.9,13.91
"VP","39",2020-09-26,"Propios",12,"0","2","0","0","0","0","0","0","0","0","0",NA,0,"39",0,16.67
"VP","39",2020-09-26,"Contratistas",410,"27","59","1","0","64","1","1","0","82","0","0","1 investigacion",1,"39",24.39,14.39
"VP","39",2020-09-27,"Propios",12,"0","2","0","0","0","0","0","0","7","0","0","0",0,"40",0,16.67
"VP","39",2020-09-27,"Contratistas",409,"33","67","5","3","9","8","0","0","507","0","0","4 investigacion",8,"40",195.6,16.38
